ticket_date,net_weight_kg,day_of_week,is_weekend,lag_1,lag_7,rolling_mean_7,rolling_std_7
2013-04-24,22212.85714285714,2,0,22220.0,22898.571428571428,21759.591836734693,927.9923887960942
2013-04-25,21772.85714285714,3,0,22212.85714285714,22312.85714285714,21682.448979591838,896.2361638645135
2013-04-26,22864.285714285714,4,0,21772.85714285714,22494.285714285714,21735.306122448976,960.6887814937621
2013-04-27,23445.714285714286,5,1,22864.285714285714,20955.714285714286,22091.020408163262,1077.7709783747039
2013-04-28,23107.14285714286,6,1,23445.714285714286,19992.85714285714,22535.91836734694,607.483617858731
2013-04-29,23397.14285714286,0,0,23107.14285714286,22128.571428571428,22717.14285714286,653.2097620191108
2013-04-30,23460.0,1,0,23397.14285714286,22220.0,22894.285714285714,663.9686903525665
2013-05-01,24764.285714285714,2,0,23460.0,22212.85714285714,23258.775510204083,889.5421999875059
2013-05-02,24972.85714285714,3,0,24764.285714285714,21772.85714285714,23715.91836734694,818.0237628449723
2013-05-03,23298.571428571428,4,0,24972.85714285714,22864.285714285714,23777.95918367347,756.8502836081323
2013-05-04,25512.85714285714,5,1,23298.571428571428,23445.714285714286,24073.265306122452,976.8980180188693
2013-05-05,27127.14285714286,6,1,25512.85714285714,23107.14285714286,24647.551020408162,1402.980480051362
2013-05-06,28738.571428571428,0,0,27127.14285714286,23397.14285714286,25410.61224489796,1953.9368696488946
2013-05-07,28871.428571428572,1,0,28738.571428571428,23460.0,26183.673469387755,2117.2392268316294
2013-05-08,27212.85714285714,2,0,28871.428571428572,24764.285714285714,26533.469387755107,2044.6788176738523
2013-05-09,27638.571428571428,3,0,27212.85714285714,24972.85714285714,26914.285714285714,1951.7027277264872
2013-05-10,26874.285714285714,4,0,27638.571428571428,23298.571428571428,27425.102040816328,1151.559680927008
2013-05-11,26768.571428571428,5,1,26874.285714285714,25512.85714285714,27604.48979591837,866.5670122866269
2013-05-12,29254.285714285714,6,1,26768.571428571428,27127.14285714286,27908.367346938776,1029.0129437884011
2013-05-13,27198.571428571428,0,0,29254.285714285714,28738.571428571428,27688.367346938776,985.6450729916062
2013-05-14,27698.571428571428,1,0,27198.571428571428,28871.428571428572,27520.816326530614,839.9339369644551
2013-05-15,28650.0,2,0,27698.571428571428,27212.85714285714,27726.122448979593,923.5887245777993
2013-05-16,29915.714285714286,3,0,28650.0,27638.571428571428,28051.428571428572,1235.8516301323534
2013-05-17,30662.85714285714,4,0,29915.714285714286,26874.285714285714,28592.65306122449,1446.1098246255954
2013-05-18,29267.14285714286,5,1,30662.85714285714,26768.571428571428,28949.591836734697,1209.9054649881277
2013-05-19,25472.85714285714,6,1,29267.14285714286,29254.285714285714,28409.38775510204,1767.075268589096
2013-05-20,24920.0,0,0,25472.85714285714,27198.571428571428,28083.877551020407,2187.2121718178655
2013-05-21,25640.0,1,0,24920.0,27698.571428571428,27789.795918367345,2377.746521990477
2013-05-22,25362.85714285714,2,0,25640.0,28650.0,27320.20408163265,2500.9510338785512
2013-05-23,24468.571428571428,3,0,25362.85714285714,29915.714285714286,26542.04081632653,2404.33308630338
2013-05-24,23895.714285714286,4,0,24468.571428571428,30662.85714285714,25575.306122448976,1739.9612385794608
2013-05-25,23774.285714285714,5,1,23895.714285714286,29267.14285714286,24790.61224489796,760.3283649490493
2013-05-26,24420.0,6,1,23774.285714285714,25472.85714285714,24640.204081632655,704.9979150696807
2013-05-27,26765.714285714286,0,0,24420.0,24920.0,24903.877551020407,1075.0949061999881
2013-05-28,26947.14285714286,1,0,26765.714285714286,25640.0,25090.61224489796,1311.738177257705
2013-05-29,26880.0,2,0,26947.14285714286,25362.85714285714,25307.34693877551,1478.9025229870751
2013-05-30,26912.85714285714,3,0,26880.0,24468.571428571428,25656.530612244893,1535.335469810775
2013-05-31,26364.285714285714,4,0,26912.85714285714,23895.714285714286,26009.18367346939,1333.755593971749
2013-06-01,25630.0,5,1,26364.285714285714,23774.285714285714,26274.285714285714,942.5569507686012
2013-06-02,29108.571428571428,6,1,25630.0,24420.0,26944.08163265306,1063.398296878342
2013-06-03,27331.428571428572,0,0,29108.571428571428,26765.714285714286,27024.897959183676,1069.0649666032186
2013-06-04,24855.714285714286,1,0,27331.428571428572,26947.14285714286,26726.122448979593,1349.805154567301
2013-06-05,24460.0,2,0,24855.714285714286,26880.0,26380.408163265307,1592.0033403132488
2013-06-06,24432.85714285714,3,0,24460.0,26912.85714285714,26026.12244897959,1724.2231247341047
2013-06-07,25104.285714285714,4,0,24432.85714285714,26364.285714285714,25846.12244897959,1748.632840947252
2013-06-08,27392.85714285714,5,1,25104.285714285714,25630.0,26097.959183673465,1837.0278526439681
2013-06-09,24488.571428571428,6,1,27392.85714285714,29108.571428571428,25437.95918367347,1336.984844434226
2013-06-10,22651.428571428572,0,0,24488.571428571428,27331.428571428572,24769.387755102038,1400.9391546612922
2013-06-11,24721.428571428572,1,0,22651.428571428572,24855.714285714286,24750.204081632655,1400.4793709354897
2013-06-12,25298.571428571428,2,0,24721.428571428572,24460.0,24870.0,1407.3666730390078
2013-06-13,25588.571428571428,3,0,25298.571428571428,24432.85714285714,25035.102040816328,1415.304793293746
2013-06-14,26854.285714285714,4,0,25588.571428571428,25104.285714285714,25285.102040816328,1575.1015207844255
2013-06-15,26415.714285714286,5,1,26854.285714285714,27392.85714285714,25145.510204081635,1389.5394990558186
2013-06-16,25858.571428571428,6,1,26415.714285714286,24488.571428571428,25341.224489795917,1378.0226957668556
2013-06-17,28091.428571428572,0,0,25858.571428571428,22651.428571428572,26118.36734693878,1117.6345978298484
2013-06-18,27735.714285714286,1,0,28091.428571428572,24721.428571428572,26548.979591836738,1069.347729946315
2013-06-19,27397.14285714286,2,0,27735.714285714286,25298.571428571428,26848.775510204083,947.6061599643521
2013-06-20,27350.0,3,0,27397.14285714286,25588.571428571428,27100.408163265303,775.4163745600998
2013-06-21,26850.0,4,0,27350.0,26854.285714285714,27099.795918367345,775.6447520232292
2013-06-22,26097.14285714286,5,1,26850.0,26415.714285714286,27054.285714285714,829.9192649858317
2013-06-23,25175.714285714286,6,1,26097.14285714286,25858.571428571428,26956.73469387755,1013.679803691535
2013-06-24,25398.571428571428,0,0,25175.714285714286,28091.428571428572,26572.04081632653,1022.2277450168567
2013-06-25,23897.14285714286,1,0,25398.571428571428,27735.714285714286,26023.67346938775,1288.7780578556187
2013-06-26,24614.285714285714,2,0,23897.14285714286,27397.14285714286,25626.122448979593,1221.9739006213563
2013-06-27,23898.571428571428,3,0,24614.285714285714,27350.0,25133.061224489797,1100.775060456038
2013-06-28,22795.714285714286,4,0,23898.571428571428,26850.0,24553.87755102041,1113.356057332217
2013-06-29,25161.428571428572,5,1,22795.714285714286,26097.14285714286,24420.204081632655,939.8351384489944
2013-06-30,26222.85714285714,6,1,25161.428571428572,25175.714285714286,24569.795918367345,1141.7719337450628
2013-07-01,26012.85714285714,0,0,26222.85714285714,25398.571428571428,24657.551020408162,1235.8201755582045
2013-07-02,27860.0,1,0,26012.85714285714,23897.14285714286,25223.67346938775,1663.2050153923824
2013-07-03,26935.714285714286,2,0,27860.0,24614.285714285714,25555.306122448976,1750.5891553047281
2013-07-04,24490.0,3,0,26935.714285714286,23898.571428571428,25639.795918367345,1669.706159446057
2013-07-05,26762.85714285714,4,0,24490.0,22795.714285714286,26206.530612244893,1129.2815298084836
2013-07-06,25417.14285714286,5,1,26762.85714285714,25161.428571428572,26243.061224489793,1093.405535789385
2013-07-07,25575.714285714286,6,1,25417.14285714286,26222.85714285714,26150.61224489796,1122.373231828775
2013-07-08,26447.14285714286,0,0,25575.714285714286,26012.85714285714,26212.653061224493,1125.48808114387
2013-07-09,25365.714285714286,1,0,26447.14285714286,27860.0,25856.32653061225,886.4830984122863
2013-07-10,26147.14285714286,2,0,25365.714285714286,26935.714285714286,25743.673469387755,768.7408457030706
2013-07-11,29011.428571428572,3,0,26147.14285714286,24490.0,26389.591836734697,1273.5663446432632
2013-07-12,25895.714285714286,4,0,29011.428571428572,26762.85714285714,26265.71428571429,1273.3810583356094
2013-07-13,24282.85714285714,5,1,25895.714285714286,25417.14285714286,26103.673469387755,1458.1291846557413
2013-07-14,23465.714285714286,6,1,24282.85714285714,25575.714285714286,25802.244897959183,1770.165612979782
2013-07-15,22882.85714285714,0,0,23465.714285714286,26447.14285714286,25293.061224489793,2045.0335440542417
2013-07-16,22855.714285714286,1,0,22882.85714285714,25365.714285714286,24934.489795918365,2240.8458419676012
2013-07-17,22517.14285714286,2,0,22855.714285714286,26147.14285714286,24415.91836734694,2331.629080513473
2013-07-18,21378.571428571428,3,0,22517.14285714286,29011.428571428572,23325.51020408163,1437.752741122836
2013-07-19,24161.428571428572,4,0,21378.571428571428,25895.714285714286,23077.755102040817,1005.4791585071349
2013-07-20,25428.571428571428,5,1,24161.428571428572,24282.85714285714,23241.428571428572,1287.9229706124117
2013-07-21,25737.14285714286,6,1,25428.571428571428,23465.714285714286,23565.91836734694,1601.7544438358025
2013-07-22,24392.85714285714,0,0,25737.14285714286,22882.85714285714,23781.632653061224,1596.1009951701453
2013-07-23,25461.428571428572,1,0,24392.85714285714,22855.714285714286,24153.87755102041,1647.2024757486863
2013-07-24,26184.285714285714,2,0,25461.428571428572,22517.14285714286,24677.755102040817,1622.8667540675158
2013-07-25,27832.85714285714,3,0,26184.285714285714,21378.571428571428,25599.795918367345,1219.365963429214
2013-07-26,26532.85714285714,4,0,27832.85714285714,24161.428571428572,25938.571428571428,1073.890188079965
2013-07-27,25451.428571428572,5,1,26532.85714285714,25428.571428571428,25941.83673469388,1072.114293038397
2013-07-28,26327.14285714286,6,1,25451.428571428572,25737.14285714286,26026.12244897959,1076.5227197698916
2013-07-29,27677.14285714286,0,0,26327.14285714286,24392.85714285714,26495.306122448983,954.881021290219
2013-07-30,27658.571428571428,1,0,27677.14285714286,25461.428571428572,26809.183673469386,918.8249880149336
2013-07-31,27298.571428571428,2,0,27658.571428571428,26184.285714285714,26968.367346938776,888.5440313382858
2013-08-01,26637.14285714286,3,0,27298.571428571428,27832.85714285714,26797.551020408166,805.7276739371464
2013-08-02,26745.714285714286,4,0,26637.14285714286,26532.85714285714,26827.95918367347,798.0532679367899
2013-08-03,27581.428571428572,5,1,26745.714285714286,25451.428571428572,27132.24489795919,554.689872991479
2013-08-04,28392.85714285714,6,1,27581.428571428572,26327.14285714286,27427.34693877551,602.4177074641625
2013-08-05,29627.14285714286,0,0,28392.85714285714,27677.14285714286,27705.91836734694,1033.6772837396868
2013-08-06,27701.428571428572,1,0,29627.14285714286,27658.571428571428,27712.04081632653,1033.4770112345805
2013-08-07,26358.571428571428,2,0,27701.428571428572,27298.571428571428,27577.75510204082,1150.5898685785148
2013-08-08,27321.428571428572,3,0,26358.571428571428,26637.14285714286,27675.51020408163,1084.5276813181426
2013-08-09,25855.714285714286,4,0,27321.428571428572,26745.714285714286,27548.367346938776,1251.0782909893187
2013-08-10,27532.85714285714,5,1,25855.714285714286,27581.428571428572,27541.428571428572,1250.999056536771
2013-08-11,27925.714285714286,6,1,27532.85714285714,28392.85714285714,27474.693877551017,1209.7907600852577
2013-08-12,25405.714285714286,0,0,27925.714285714286,29627.14285714286,26871.63265306122,990.2375268451816
2013-08-13,26102.85714285714,1,0,25405.714285714286,27701.428571428572,26643.265306122452,950.5099649091998
2013-08-14,27272.85714285714,2,0,26102.85714285714,26358.571428571428,26773.87755102041,967.5341103114592
2013-08-15,25844.285714285714,3,0,27272.85714285714,27321.428571428572,26562.85714285714,989.0530068404705
2013-08-16,27024.285714285714,4,0,25844.285714285714,25855.714285714286,26729.795918367345,947.5530349960763
2013-08-17,24692.85714285714,5,1,27024.285714285714,27532.85714285714,26324.08163265306,1135.7174089718849
2013-08-18,22898.571428571428,6,1,24692.85714285714,27925.714285714286,25605.91836734694,1488.7191290793087
2013-08-19,23262.85714285714,0,0,22898.571428571428,25405.714285714286,25299.795918367345,1736.4516224540682
2013-08-20,22110.0,1,0,23262.85714285714,26102.85714285714,24729.387755102038,2055.233878996742
2013-08-21,22402.85714285714,2,0,22110.0,27272.85714285714,24033.673469387755,1866.337651484515
2013-08-22,22638.571428571428,3,0,22402.85714285714,25844.285714285714,23575.714285714286,1736.8172078849461
2013-08-23,23830.0,4,0,22638.571428571428,27024.285714285714,23119.38775510204,895.691826688335
2013-08-24,23451.428571428572,5,1,23830.0,24692.85714285714,22942.04081632653,609.3527608633476
2013-08-25,23582.85714285714,6,1,23451.428571428572,22898.571428571428,23039.795918367345,654.4371983979896
2013-08-26,22228.571428571428,0,0,23582.85714285714,23262.85714285714,22892.04081632653,710.0746617553807
2013-08-27,24281.428571428572,1,0,22228.571428571428,22110.0,23202.244897959183,782.1402944696232
2013-08-28,24410.0,2,0,24281.428571428572,22402.85714285714,23488.979591836734,807.7329129715959
2013-08-29,24567.14285714286,3,0,24410.0,22638.571428571428,23764.48979591837,798.174545115413
2013-08-30,24268.571428571428,4,0,24567.14285714286,23830.0,23827.14285714286,821.0587159063767
2013-08-31,24145.714285714286,5,1,24268.571428571428,23451.428571428572,23926.326530612245,809.9680253799208
2013-09-01,27911.428571428572,6,1,24145.714285714286,23582.85714285714,24544.693877551024,1684.3747127594195
2013-09-02,29688.571428571428,0,0,27911.428571428572,22228.571428571428,25610.408163265307,2242.302890917307
2013-09-03,28551.428571428572,1,0,29688.571428571428,24281.428571428572,26220.408163265307,2396.047015864925
2013-09-04,28785.714285714286,2,0,28551.428571428572,24410.0,26845.51020408163,2415.719274103091
2013-09-05,29372.85714285714,3,0,28785.714285714286,24567.14285714286,27532.04081632653,2342.059367242675
2013-09-06,26840.0,4,0,29372.85714285714,24268.571428571428,27899.38775510204,1905.935208359586
2013-09-07,27437.14285714286,5,1,26840.0,24145.714285714286,28369.591836734693,1030.4931499856575
2013-09-08,25027.14285714286,6,1,27437.14285714286,27911.428571428572,27957.551020408162,1640.3813050766203
2013-09-09,25754.285714285714,0,0,25027.14285714286,29688.571428571428,27395.51020408163,1622.3348481656074
2013-09-10,26662.85714285714,1,0,25754.285714285714,28551.428571428572,27125.714285714286,1553.6476719113227
2013-09-11,26394.285714285714,2,0,26662.85714285714,28785.714285714286,26784.081632653066,1381.142292829329
2013-09-12,25530.0,3,0,26394.285714285714,29372.85714285714,26235.102040816328,837.3207421694924
2013-09-13,27367.14285714286,4,0,25530.0,26840.0,26310.408163265303,920.3761853956079
2013-09-14,27205.714285714286,5,1,27367.14285714286,27437.14285714286,26277.34693877551,876.2557281233733
2013-09-15,25601.428571428572,6,1,27205.714285714286,25027.14285714286,26359.38775510204,758.6924202419502
2013-09-16,25214.285714285714,0,0,25601.428571428572,25754.285714285714,26282.244897959183,852.1676470839892
2013-09-17,25900.0,1,0,25214.285714285714,26662.85714285714,26173.265306122452,844.1216157848314
2013-09-18,25784.285714285714,2,0,25900.0,26394.285714285714,26086.12244897959,848.9744570750045
2013-09-19,25618.571428571428,3,0,25784.285714285714,25530.0,26098.77551020408,839.9163501317656
2013-09-20,26271.428571428572,4,0,25618.571428571428,27367.14285714286,25942.244897959183,643.2077653051737
2013-09-21,26462.85714285714,5,1,26271.428571428572,27205.714285714286,25836.122448979593,423.8997075949785
2013-09-22,26344.285714285714,6,1,26462.85714285714,25601.428571428572,25942.244897959183,447.6718741443271
2013-09-23,26810.0,0,0,26344.285714285714,25214.285714285714,26170.204081632655,420.6695574666789
2013-09-24,25858.571428571428,1,0,26810.0,25900.0,26164.285714285714,425.3697871056677
2013-09-25,26031.428571428572,2,0,25858.571428571428,25784.285714285714,26199.591836734697,397.94515935520286
2013-09-26,26550.0,3,0,26031.428571428572,25618.571428571428,26332.653061224493,319.2246437508578
2013-09-27,26060.0,4,0,26550.0,26271.428571428572,26302.448979591838,335.5670541239539
2013-09-28,26391.428571428572,5,1,26060.0,26462.85714285714,26292.244897959183,330.9303080781234
2013-09-29,26104.285714285714,6,1,26391.428571428572,26344.285714285714,26257.959183673465,337.016579602738
2013-09-30,25387.14285714286,0,0,26104.285714285714,26810.0,26054.693877551017,375.4631736298373
2013-10-01,24930.0,1,0,25387.14285714286,25858.571428571428,25922.04081632653,569.960529211525
2013-10-02,21575.714285714286,2,0,24930.0,26031.428571428572,25285.51020408163,1731.6427709267773
2013-10-03,19412.85714285714,3,0,21575.714285714286,26550.0,24265.918367346934,2695.788909125766
2013-10-04,20068.571428571428,4,0,19412.85714285714,26060.0,23410.0,2968.5710848342706
2013-10-05,20192.85714285714,5,1,20068.571428571428,26391.428571428572,22524.48979591837,2853.2636079961185
2013-10-06,21842.85714285714,6,1,20192.85714285714,26104.285714285714,21915.714285714283,2377.046844443752
2013-10-07,21870.0,0,0,21842.85714285714,25387.14285714286,21413.26530612245,1829.6720486568713
2013-10-08,20258.571428571428,1,0,21870.0,24930.0,20745.91836734694,994.5376078608575
2013-10-09,23551.428571428572,2,0,20258.571428571428,21575.714285714286,21028.16326530612,1446.7965350385216
2013-10-10,25847.14285714286,3,0,23551.428571428572,19412.85714285714,21947.34693877551,2131.4463532660266
2013-10-11,22965.714285714286,4,0,25847.14285714286,20068.571428571428,22361.224489795917,1981.8591265948737
2013-10-12,23065.714285714286,5,1,22965.714285714286,20192.85714285714,22771.63265306122,1740.7871056873337
2013-10-13,21680.0,6,1,23065.714285714286,21842.85714285714,22748.367346938776,1756.288105805135
2013-10-14,22907.14285714286,0,0,21680.0,21870.0,22896.5306122449,1713.0529013880782
2013-10-15,25092.85714285714,1,0,22907.14285714286,20258.571428571428,23587.14285714286,1422.0704461247065
2013-10-16,24835.714285714286,2,0,25092.85714285714,23551.428571428572,23770.61224489796,1497.5387647061752
2013-10-17,25061.428571428572,3,0,24835.714285714286,25847.14285714286,23658.367346938776,1336.7727989583022
2013-10-18,27261.428571428572,4,0,25061.428571428572,22965.714285714286,24272.040816326535,1852.3806813213146
2013-10-19,26758.571428571428,5,1,27261.428571428572,23065.714285714286,24799.591836734697,1973.4624970860564
2013-10-20,27017.14285714286,6,1,26758.571428571428,21680.0,25562.040816326535,1553.689455208586
2013-10-21,27117.14285714286,0,0,27017.14285714286,22907.14285714286,26163.4693877551,1104.6530705246685
2013-10-22,27594.285714285714,1,0,27117.14285714286,25092.85714285714,26520.816326530614,1105.192093114215
2013-10-23,27944.285714285714,2,0,27594.285714285714,24835.714285714286,26964.897959183672,925.1066704968929
2013-10-24,27738.571428571428,3,0,27944.285714285714,25061.428571428572,27347.34693877551,425.5268271928798
2013-10-25,28757.14285714286,4,0,27738.571428571428,27261.428571428572,27561.020408163262,676.632173454353
2013-10-26,29022.85714285714,5,1,28757.14285714286,26758.571428571428,27884.48979591837,764.591584798852
2013-10-27,27942.85714285714,6,1,29022.85714285714,27017.14285714286,28016.73469387755,662.8595619238346
2013-10-28,27882.85714285714,0,0,27942.85714285714,27117.14285714286,28126.12244897959,541.7863589070976
2013-10-29,27608.571428571428,1,0,27882.85714285714,27594.285714285714,28128.163265306124,539.4710903628353
2013-10-30,27948.571428571428,2,0,27608.571428571428,27944.285714285714,28128.775510204083,539.2300056823883
2013-10-31,27881.428571428572,3,0,27948.571428571428,27738.571428571428,28149.183673469386,524.5029115065627
2013-11-01,27575.714285714286,4,0,27881.428571428572,28757.14285714286,27980.408163265307,484.84987106661384
2013-11-02,27552.85714285714,5,1,27575.714285714286,29022.85714285714,27770.408163265303,181.6023058039211
2013-11-03,29840.0,6,1,27552.85714285714,27942.85714285714,28041.428571428572,810.0600464852009
2013-11-04,30577.14285714286,0,0,29840.0,27882.85714285714,28426.32653061225,1245.3152640596538
2013-11-05,28814.285714285714,1,0,30577.14285714286,27608.571428571428,28598.571428571428,1195.75439427528
2013-11-06,28222.85714285714,2,0,28814.285714285714,27948.571428571428,28637.755102040817,1175.222328696133
2013-11-07,29780.0,3,0,28222.85714285714,27881.428571428572,28908.979591836734,1190.5628675929067
2013-11-08,26542.85714285714,4,0,29780.0,27575.714285714286,28761.42857142857,1424.381713343092
2013-11-09,27052.85714285714,5,1,26542.85714285714,27552.85714285714,28690.0,1505.325919011912
2013-11-10,27791.428571428572,6,1,27052.85714285714,29840.0,28397.34693877551,1442.3040968782511
2013-11-11,26621.428571428572,0,0,27791.428571428572,30577.14285714286,27832.244897959183,1200.5859842341185
2013-11-12,27950.0,1,0,26621.428571428572,28814.285714285714,27708.77551020408,1124.8103176664533
2013-11-13,28252.85714285714,2,0,27950.0,28222.85714285714,27713.061224489797,1127.1502288887716
2013-11-14,27658.571428571428,3,0,28252.85714285714,29780.0,27410.0,672.1379231639421
2013-11-15,29992.85714285714,4,0,27658.571428571428,26542.85714285714,27902.85714285714,1074.6684348663116
2013-11-16,29738.571428571428,5,1,29992.85714285714,27052.85714285714,28286.530612244893,1193.4811191342296
2013-11-17,27868.571428571428,6,1,29738.571428571428,27791.428571428572,28297.551020408162,1188.4932192348479
2013-11-18,27464.285714285714,0,0,27868.571428571428,26621.428571428572,28417.95918367347,1021.3189608663577
2013-11-19,27900.0,1,0,27464.285714285714,27950.0,28410.816326530614,1025.3042877166613
2013-11-20,27305.714285714286,2,0,27900.0,28252.85714285714,28275.51020408163,1108.725881659166
2013-11-21,26755.714285714286,3,0,27305.714285714286,27658.571428571428,28146.5306122449,1237.4944120379403
2013-11-22,26698.571428571428,4,0,26755.714285714286,29992.85714285714,27675.91836734694,1026.7819846131815
2013-11-23,25822.85714285714,5,1,26698.571428571428,29738.571428571428,27116.5306122449,743.2566952696736
2013-11-24,25574.285714285714,6,1,25822.85714285714,27868.571428571428,26788.77551020408,853.9684984278482
2013-11-25,26391.428571428572,0,0,25574.285714285714,27464.285714285714,26635.51020408163,807.538642352267
2013-11-26,26438.571428571428,1,0,26391.428571428572,27900.0,26426.734693877548,584.1592098968355
2013-11-27,25668.571428571428,2,0,26438.571428571428,27305.714285714286,26192.85714285714,494.43020183822955
2013-11-28,25088.571428571428,3,0,25668.571428571428,26755.714285714286,25954.693877551017,573.3460176687919
2013-11-29,25555.714285714286,4,0,25088.571428571428,26698.571428571428,25791.428571428572,481.5938673417718
2013-11-30,27125.714285714286,5,1,25555.714285714286,25822.85714285714,25977.551020408166,698.6219254734098
2013-12-01,28788.571428571428,6,1,27125.714285714286,25574.285714285714,26436.73469387755,1237.7197363590035
2013-12-02,28088.571428571428,0,0,28788.571428571428,26391.428571428572,26679.183673469386,1384.8430882265186
2013-12-03,27981.428571428572,1,0,28088.571428571428,26438.571428571428,26899.591836734697,1460.857709639592
2013-12-04,28977.14285714286,2,0,27981.428571428572,25668.571428571428,27372.24489795918,1529.7947612872285
2013-12-05,26001.428571428572,3,0,28977.14285714286,25088.571428571428,27502.65306122449,1328.3172897156303
2013-12-06,26881.428571428572,4,0,26001.428571428572,25555.714285714286,27692.04081632653,1074.7740965433782
2013-12-07,28084.285714285714,5,1,26881.428571428572,27125.714285714286,27828.979591836734,1051.4038927893753
2013-12-08,28481.428571428572,6,1,28084.285714285714,28788.571428571428,27785.102040816328,1010.2885211738305
2013-12-09,29110.0,0,0,28481.428571428572,28088.571428571428,27931.020408163266,1128.296143124217
2013-12-10,28732.85714285714,1,0,29110.0,27981.428571428572,28038.367346938776,1168.9062358221447
2013-12-11,30308.571428571428,2,0,28732.85714285714,28977.14285714286,28228.571428571428,1426.9626655871784
2013-12-12,33310.0,3,0,30308.571428571428,26001.428571428572,29272.65306122449,2059.4230796019087
2013-12-13,32567.14285714286,4,0,33310.0,26881.428571428572,30084.897959183672,2080.258660189789
2013-12-14,30628.571428571428,5,1,32567.14285714286,28084.285714285714,30448.367346938776,1885.6129894459075
2013-12-15,28962.85714285714,6,1,30628.571428571428,28481.428571428572,30517.14285714286,1809.1434437324697
2013-12-16,27101.428571428572,0,0,28962.85714285714,29110.0,30230.204081632655,2188.9387091688372
2013-12-17,27582.85714285714,1,0,27101.428571428572,28732.85714285714,30065.91836734694,2356.7698736031866
2013-12-18,26917.14285714286,2,0,27582.85714285714,30308.571428571428,29581.428571428572,2631.190465417937
2013-12-19,26882.85714285714,3,0,26917.14285714286,33310.0,28663.265306122452,2199.1610512752727
2013-12-20,25825.714285714286,4,0,26882.85714285714,32567.14285714286,27700.204081632655,1598.7955561361657
2013-12-21,24921.428571428572,5,1,25825.714285714286,30628.571428571428,26884.897959183676,1279.978703357824
2013-12-22,24650.0,6,1,24921.428571428572,28962.85714285714,26268.775510204083,1143.800630958871
2013-12-23,25774.285714285714,0,0,24650.0,27101.428571428572,26079.183673469386,1091.5793516962199
2013-12-24,24912.85714285714,1,0,25774.285714285714,27582.85714285714,25697.755102040817,933.6436038492974
2013-12-25,24858.571428571428,2,0,24912.85714285714,26917.14285714286,25403.67346938775,800.2163215791161
2013-12-26,25224.285714285714,3,0,24858.571428571428,26882.85714285714,25166.734693877548,464.272317964687
2013-12-27,26271.428571428572,4,0,25224.285714285714,25825.714285714286,25230.408163265303,584.6661436358551
2013-12-28,26772.85714285714,5,1,26271.428571428572,24921.428571428572,25494.897959183676,800.5210280958652
2013-12-29,26578.571428571428,6,1,26772.85714285714,24650.0,25770.408163265307,793.1118056420252
2013-12-30,26140.0,0,0,26578.571428571428,25774.285714285714,25822.65306122449,805.3606233992524
2013-12-31,27395.714285714286,1,0,26140.0,24912.85714285714,26177.34693877551,881.0763472256115
2014-01-01,25555.714285714286,2,0,27395.714285714286,24858.571428571428,26276.938775510203,734.3479816897856
2014-01-02,24242.85714285714,3,0,25555.714285714286,25224.285714285714,26136.73469387755,1010.5618139362858
2014-01-03,23564.285714285714,4,0,24242.85714285714,26271.428571428572,25750.0,1395.2189987316458
2014-01-04,24885.714285714286,5,1,23564.285714285714,26772.85714285714,25480.408163265303,1346.0937980391566
2014-01-05,25874.285714285714,6,1,24885.714285714286,26578.571428571428,25379.795918367345,1274.763264288905
2014-01-06,24450.0,0,0,25874.285714285714,26140.0,25138.367346938776,1266.8020233544955
2014-01-07,24001.428571428572,1,0,24450.0,27395.714285714286,24653.4693877551,834.6512804525088
2014-01-08,25431.428571428572,2,0,24001.428571428572,25555.714285714286,24635.714285714286,813.3085197507793
2014-01-09,28064.285714285714,3,0,25431.428571428572,24242.85714285714,25181.632653061224,1499.0775913469085
2014-01-10,29652.85714285714,4,0,28064.285714285714,23564.285714285714,26051.428571428572,2064.123078121226
2014-01-11,30424.285714285714,5,1,29652.85714285714,24885.714285714286,26842.65306122449,2547.69048790419
2014-01-12,31927.14285714286,6,1,30424.285714285714,25874.285714285714,27707.34693877551,3125.827719341086
2014-01-13,33900.0,0,0,31927.14285714286,24450.0,29057.34693877551,3502.521388065795
2014-01-14,33132.857142857145,1,0,33900.0,24001.428571428572,30361.836734693876,2964.837093216141
2014-01-15,32760.0,2,0,33132.857142857145,25431.428571428572,31408.775510204083,2102.032775230737
2014-01-16,30432.85714285714,3,0,32760.0,28064.285714285714,31747.14285714286,1606.0618586710725
2014-01-17,28882.85714285714,4,0,30432.85714285714,29652.85714285714,31637.14285714286,1789.3205490384628
2014-01-18,27707.14285714286,5,1,28882.85714285714,30424.285714285714,31248.979591836738,2314.058147877745
2014-01-19,26047.14285714286,6,1,27707.14285714286,31927.14285714286,30408.979591836734,2994.138459016101
2014-01-20,25474.285714285714,0,0,26047.14285714286,33900.0,29205.306122448976,3049.900602181617
2014-01-21,26340.0,1,0,25474.285714285714,33132.857142857145,28234.897959183672,2645.872264277481
2014-01-22,26457.14285714286,2,0,26340.0,32760.0,27334.48979591837,1780.101164397925
2014-01-23,27077.14285714286,3,0,26457.14285714286,30432.85714285714,26855.102040816328,1145.2961643954186
2014-01-24,26538.571428571428,4,0,27077.14285714286,28882.85714285714,26520.204081632655,715.719241771384
2014-01-25,24715.714285714286,5,1,26538.571428571428,27707.14285714286,26092.85714285714,779.156180583504
2014-01-26,23970.0,6,1,24715.714285714286,26047.14285714286,25796.122448979593,1120.3108516282198
